path	parent	name	id	synapseStore	contentType	used	executed	activityName	activityDescription
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_11.Log.final.out	syn36424514	Sample_11.Log.final.out	syn36426697	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_11.Log.out	syn36424514	Sample_11.Log.out	syn36426701	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_11.Log.progress.out	syn36424514	Sample_11.Log.progress.out	syn36426712	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_11.SJ.out.tab	syn36424514	Sample_11.SJ.out.tab	syn36426720	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_11.alignment_summary_metrics	syn36424514	Sample_11.alignment_summary_metrics	syn36426727	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_11.ReadsPerGene.out.tab	syn36424514	Sample_11.ReadsPerGene.out.tab	syn36426715	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_10.Aligned.sortedByCoord.out.md.bam	syn36424514	Sample_10.Aligned.sortedByCoord.out.md.bam	syn36425545	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_11.base_distribution_by_cycle.pdf	syn36424514	Sample_11.base_distribution_by_cycle.pdf	syn36426731	True	application/pdf				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_11.base_distribution_by_cycle_metrics	syn36424514	Sample_11.base_distribution_by_cycle_metrics	syn36426734	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_11.gc_bias.pdf	syn36424514	Sample_11.gc_bias.pdf	syn36426745	True	application/pdf				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_11.gc_bias.detail_metrics	syn36424514	Sample_11.gc_bias.detail_metrics	syn36426740	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_11.gc_bias.summary_metrics	syn36424514	Sample_11.gc_bias.summary_metrics	syn36426752	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_11.insert_size_histogram.pdf	syn36424514	Sample_11.insert_size_histogram.pdf	syn36426754	True	application/pdf				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_11.insert_size_metrics	syn36424514	Sample_11.insert_size_metrics	syn36426758	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_11.quality_by_cycle.pdf	syn36424514	Sample_11.quality_by_cycle.pdf	syn36426760	True	application/pdf				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_11.quality_by_cycle_metrics	syn36424514	Sample_11.quality_by_cycle_metrics	syn36426764	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_11.quality_distribution.pdf	syn36424514	Sample_11.quality_distribution.pdf	syn36426768	True	application/pdf				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_11.quality_distribution_metrics	syn36424514	Sample_11.quality_distribution_metrics	syn36426771	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_11.read_length_histogram.pdf	syn36424514	Sample_11.read_length_histogram.pdf	syn36426778	True	application/pdf				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_11.rna_metrics	syn36424514	Sample_11.rna_metrics	syn36426791	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_11.rna_metrics.pdf	syn36424514	Sample_11.rna_metrics.pdf	syn36426800	True	application/pdf				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_11.rna_metrics.stderr	syn36424514	Sample_11.rna_metrics.stderr	syn36426812	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_11.rnaseqc.exon_cv.tsv	syn36424514	Sample_11.rnaseqc.exon_cv.tsv	syn36426823	True	text/tab-separated-values				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_11.stderr	syn36424514	Sample_11.stderr	syn36426871	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_11.rnaseqc.gene_tpm.gct.stdout	syn36424514	Sample_11.rnaseqc.gene_tpm.gct.stdout	syn36426859	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_11.rnaseqc.gene_tpm.gct.stderr	syn36424514	Sample_11.rnaseqc.gene_tpm.gct.stderr	syn36426855	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_11.rnaseqc.gene_fragments.gct	syn36424514	Sample_11.rnaseqc.gene_fragments.gct	syn36426831	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_12.Aligned.sortedByCoord.md.metrics	syn36424514	Sample_12.Aligned.sortedByCoord.md.metrics	syn36426886	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_11.rnaseqc.gene_reads.gct	syn36424514	Sample_11.rnaseqc.gene_reads.gct	syn36426839	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_12.Aligned.sortedByCoord.md.stderr	syn36424514	Sample_12.Aligned.sortedByCoord.md.stderr	syn36426898	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_11.rnaseqc.gene_tpm.gct	syn36424514	Sample_11.rnaseqc.gene_tpm.gct	syn36426850	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_1.Aligned.sortedByCoord.out.md.bam	syn36424514	Sample_1.Aligned.sortedByCoord.out.md.bam	syn36424589	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_12.Aligned.sortedByCoord.md.stdout	syn36424514	Sample_12.Aligned.sortedByCoord.md.stdout	syn36426914	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_12.Aligned.sortedByCoord.out.bam.RI	syn36424514	Sample_12.Aligned.sortedByCoord.out.bam.RI	syn36426926	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_12.Aligned.sortedByCoord.out.bam.zapped	syn36424514	Sample_12.Aligned.sortedByCoord.out.bam.zapped	syn36426940	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_11.Aligned.toTranscriptome.out.bam	syn36424514	Sample_11.Aligned.toTranscriptome.out.bam	syn36426680	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_12.Aligned.sortedByCoord.out.md.bai	syn36424514	Sample_12.Aligned.sortedByCoord.out.md.bai	syn36426966	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_12.Aligned.sortedByCoord.out.md.bam.md5	syn36424514	Sample_12.Aligned.sortedByCoord.out.md.bam.md5	syn36427177	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_12.Aligned.sortedByCoord.out.stdout	syn36424514	Sample_12.Aligned.sortedByCoord.out.stdout	syn36427342	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_12.Aligned.sortedByCoord.out.md.bam.bai	syn36424514	Sample_12.Aligned.sortedByCoord.out.md.bam.bai	syn36427103	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_12.Aligned.sortedByCoord.out.stderr	syn36424514	Sample_12.Aligned.sortedByCoord.out.stderr	syn36427335	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_12.Aligned.sortedByCoord.out.bam.bai	syn36424514	Sample_12.Aligned.sortedByCoord.out.bam.bai	syn36426932	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_12.Chimeric.out.junction	syn36424514	Sample_12.Chimeric.out.junction	syn36427363	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_12.Log.final.out	syn36424514	Sample_12.Log.final.out	syn36427382	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_12.Log.out	syn36424514	Sample_12.Log.out	syn36427384	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_12.Log.progress.out	syn36424514	Sample_12.Log.progress.out	syn36427391	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_11.rnaseqc.exon_reads.gct	syn36424514	Sample_11.rnaseqc.exon_reads.gct	syn36426829	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_12.ReadsPerGene.out.tab	syn36424514	Sample_12.ReadsPerGene.out.tab	syn36427397	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_12.alignment_summary_metrics	syn36424514	Sample_12.alignment_summary_metrics	syn36427411	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_12.SJ.out.tab	syn36424514	Sample_12.SJ.out.tab	syn36427404	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_12.base_distribution_by_cycle.pdf	syn36424514	Sample_12.base_distribution_by_cycle.pdf	syn36427413	True	application/pdf				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_12.gc_bias.detail_metrics	syn36424514	Sample_12.gc_bias.detail_metrics	syn36427419	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_12.base_distribution_by_cycle_metrics	syn36424514	Sample_12.base_distribution_by_cycle_metrics	syn36427414	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_12.gc_bias.pdf	syn36424514	Sample_12.gc_bias.pdf	syn36427423	True	application/pdf				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_12.gc_bias.summary_metrics	syn36424514	Sample_12.gc_bias.summary_metrics	syn36427426	True	application/octet-stream				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_12.insert_size_histogram.pdf	syn36424514	Sample_12.insert_size_histogram.pdf	syn36427429	True	application/pdf				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_12.quality_by_cycle.pdf	syn36424514	Sample_12.quality_by_cycle.pdf	syn36427437	True	application/pdf				
/home/jiajun/statgen/protocol_data/output/rnaseq/Sample_12.insert_size_metrics	syn36424514	Sample_12.insert_size_metrics	syn36427434	True	application/octet-stream				
